date_key,customer_id,plan_id,data_allocated_mb,data_carried_forward_mb,data_consumed_mb,voice_minutes_used,sms_used,network_type,usage_source
20251130,C1000014,2004,1024,42,50,13,1,4G,Mobile
20251101,C1000015,2002,2048,,856,15,1,4G,Mobile
20251102,C1000015,2201,1024,,33,11,0,4G,Mobile
20251103,C1000015,2004,1024,92,599,12,1,4G,Mobile
20251104,C1000015,2002,2048,,675,12,0,4G,Mobile
20251105,C1000015,2003,2048,181,131,9,6,4G,Mobile
20251106,C1000015,2001,1536,,22,11,3,5G,Mobile
20251107,C1000015,2201,1024,,516,12,1,4G,Mobile
20251108,C1000015,2002,2048,,101,14,2,4G,Mobile
20251109,C1000015,2001,1536,,711,15,1,4G,Mobile
20251110,C1000015,2002,2048,,1187,11,0,4G,Mobile
20251111,C1000015,2004,1024,481,52,9,2,4G,Mobile
20251112,C1000015,2004,1024,31,272,13,2,4G,Hotspot
20251113,C1000015,2002,2048,,1143,5,1,4G,Mobile
20251114,C1000015,2002,2048,,1041,10,3,4G,Hotspot
20251115,C1000015,2002,2048,,502,9,2,4G,Mobile
20251116,C1000015,2003,2048,11,128,13,4,4G,Mobile
20251117,C1000015,2201,1024,,278,15,0,5G,Mobile
20251118,C1000015,2201,1024,,93,18,2,5G,Hotspot
20251119,C1000015,2003,2048,134,872,11,0,4G,Mobile
20251120,C1000015,2002,2048,,102,12,2,4G,Mobile
20251121,C1000015,2002,2048,,602,10,2,4G,Mobile
20251122,C1000015,2005,2560,,1148,6,0,4G,Mobile
20251123,C1000015,2004,1024,362,752,10,0,4G,Mobile
20251124,C1000015,2001,1536,,355,19,3,5G,Mobile
20251125,C1000015,2001,1536,,70,12,0,5G,Mobile
20251126,C1000015,2003,2048,225,607,13,1,4G,Mobile
20251127,C1000015,2003,2048,23,1160,14,3,4G,Mobile
20251128,C1000015,2201,1024,,28,10,3,4G,Mobile
20251129,C1000015,2001,1536,,304,12,2,4G,Mobile
20251130,C1000015,2005,2560,,301,12,1,4G,Mobile
20251101,C1000016,2201,1024,,254,14,2,4G,Mobile
20251102,C1000016,2002,2048,,605,8,3,4G,Mobile
20251103,C1000016,2001,1536,,1276,9,2,5G,Mobile
20251104,C1000016,2002,2048,,199,6,2,4G,Mobile
20251105,C1000016,2004,1024,154,269,10,4,4G,Mobile
20251106,C1000016,2001,1536,,1392,9,3,4G,Mobile
20251107,C1000016,2201,1024,,441,6,0,4G,Mobile
20251108,C1000016,2005,2560,,490,14,1,4G,Mobile
20251109,C1000016,2005,2560,,303,17,2,5G,Mobile
20251110,C1000016,2005,2560,,160,14,2,4G,Mobile
20251111,C1000016,2001,1536,,319,6,1,4G,Mobile
20251112,C1000016,2004,1024,44,565,18,1,4G,Mobile
20251113,C1000016,2003,2048,25,104,19,2,5G,Mobile
20251114,C1000016,2001,1536,,587,10,1,4G,Mobile
20251115,C1000016,2002,2048,,394,13,3,4G,Mobile
20251116,C1000016,2002,2048,,232,10,2,4G,Mobile
20251117,C1000016,2003,2048,555,1046,15,2,4G,Mobile
20251118,C1000016,2001,1536,,231,12,1,4G,Mobile
20251119,C1000016,2003,2048,241,697,4,1,4G,Mobile
20251120,C1000016,2201,1024,,151,11,1,4G,Mobile
20251121,C1000016,2002,2048,,969,5,1,4G,Mobile
20251122,C1000016,2001,1536,,296,13,1,5G,Mobile
20251123,C1000016,2002,2048,,1110,15,0,4G,Mobile
20251124,C1000016,2002,2048,,1013,10,3,5G,Mobile
20251125,C1000016,2201,1024,,76,9,1,5G,Hotspot
20251126,C1000016,2002,2048,,1370,17,0,4G,Mobile
20251127,C1000016,2002,2048,,454,13,4,4G,Mobile
20251128,C1000016,2002,2048,,1309,14,0,4G,Hotspot
20251129,C1000016,2001,1536,,522,10,0,4G,Mobile
20251130,C1000016,2005,2560,,1231,13,2,4G,Hotspot
20251101,C1000017,2101,2048,159,191,14,4,5G,Mobile
20251102,C1000017,2102,3413,44,326,14,0,4G,Mobile
20251103,C1000017,2102,3413,117,244,9,3,4G,Mobile
20251104,C1000017,2101,2048,28,1320,14,2,4G,Mobile
20251105,C1000017,2102,3413,344,612,13,2,5G,Mobile
20251106,C1000017,2101,2048,347,1431,20,1,4G,Hotspot
20251107,C1000017,2103,6144,231,283,8,0,4G,Mobile
20251108,C1000017,2101,2048,296,28,13,1,5G,Mobile
20251109,C1000017,2102,3413,182,1000,17,2,5G,Mobile
20251110,C1000017,2101,2048,152,185,21,0,5G,Mobile
20251111,C1000017,2101,2048,55,707,10,2,4G,Mobile
20251112,C1000017,2103,6144,244,1541,9,0,4G,Mobile
20251113,C1000017,2101,2048,341,,15,0,4G,Mobile
20251114,C1000017,2101,2048,6,612,13,2,4G,Mobile
20251115,C1000017,2101,2048,254,315,17,1,4G,Mobile
20251116,C1000017,2103,6144,596,5200,9,0,4G,Hotspot
20251117,C1000017,2102,3413,156,364,9,0,4G,Mobile
20251118,C1000017,2101,2048,485,455,10,1,5G,Hotspot
20251119,C1000017,2102,3413,551,1312,11,1,5G,Hotspot
20251120,C1000017,2102,3413,474,249,9,1,4G,Mobile
20251121,C1000017,2103,6144,295,2104,8,2,5G,Hotspot
20251122,C1000017,2101,2048,292,559,13,2,4G,Mobile
20251123,C1000017,2102,3413,466,173,16,3,4G,Mobile
20251124,C1000017,2103,6144,237,2080,14,1,4G,Mobile
20251125,C1000017,2101,2048,518,879,9,1,5G,Mobile
20251126,C1000017,2101,2048,161,1777,10,1,4G,Mobile
20251127,C1000017,2101,2048,318,1211,12,1,4G,Mobile
20251128,C1000017,2101,2048,452,354,17,1,4G,Mobile
20251129,C1000017,2103,6144,443,5107,15,2,5G,Mobile
20251130,C1000017,2101,2048,128,807,10,3,5G,Mobile
20251101,C1000018,2101,2048,289,1313,17,1,4G,Mobile
20251102,C1000018,2102,3413,455,1277,6,0,4G,Mobile
20251103,C1000018,2102,3413,255,265,8,0,4G,Mobile
20251104,C1000018,2101,2048,165,756,16,2,4G,Hotspot
20251105,C1000018,2103,6144,2,1120,15,1,4G,Mobile
20251106,C1000018,2101,2048,235,669,18,3,4G,Mobile
20251107,C1000018,2103,6144,145,1916,9,3,4G,Mobile
20251108,C1000018,2102,3413,392,2103,7,2,4G,Mobile
20251109,C1000018,2101,2048,335,1674,8,4,4G,Mobile
20251110,C1000018,2101,2048,299,228,5,2,4G,Mobile
20251111,C1000018,2101,2048,481,587,13,1,4G,Mobile
20251112,C1000018,2102,3413,226,2618,10,0,4G,Mobile
20251113,C1000018,2102,3413,12,1957,13,2,4G,Mobile
20251114,C1000018,2101,2048,459,394,15,1,4G,Mobile
20251115,C1000018,2102,3413,595,2748,9,0,4G,Hotspot
20251116,C1000018,2101,2048,17,682,13,1,4G,Mobile
20251117,C1000018,2101,2048,227,829,10,1,4G,Mobile
20251118,C1000018,2101,2048,148,1555,9,1,4G,Hotspot
20251119,C1000018,2101,2048,324,769,12,2,4G,Mobile
20251120,C1000018,2101,2048,161,129,19,1,4G,Hotspot
20251121,C1000018,2101,2048,387,200,13,2,4G,Mobile
20251122,C1000018,2101,2048,142,577,14,6,4G,Mobile
20251123,C1000018,2101,2048,46,561,20,1,4G,Hotspot
20251124,C1000018,2102,3413,21,1295,12,1,4G,Mobile
20251125,C1000018,2102,3413,468,1889,12,0,4G,Hotspot
20251126,C1000018,2102,3413,498,137,17,0,4G,Mobile
20251127,C1000018,2102,3413,456,2096,11,0,4G,Mobile
20251128,C1000018,2101,2048,27,266,12,1,4G,Mobile
20251129,C1000018,2101,2048,165,864,14,2,5G,Mobile
20251130,C1000018,2101,2048,134,1118,14,3,4G,Mobile
20251101,C1000019,2002,2048,,338,3,2,5G,Mobile
20251102,C1000019,2002,2048,,691,7,2,5G,Mobile
20251103,C1000019,2005,2560,,,5,5,4G,Mobile
20251104,C1000019,2003,2048,547,554,16,4,4G,Hotspot
20251105,C1000019,2004,1024,31,489,15,1,4G,Mobile
20251106,C1000019,2005,2560,,328,11,0,5G,Hotspot
20251107,C1000019,2004,1024,51,271,12,0,5G,Mobile
20251108,C1000019,2005,2560,,843,17,1,4G,Mobile
20251109,C1000019,2001,1536,,891,17,1,5G,Mobile
20251110,C1000019,2001,1536,,218,17,1,4G,Mobile
20251111,C1000019,2001,1536,,835,8,2,4G,Mobile
20251112,C1000019,2005,2560,,1475,15,0,5G,Mobile
20251113,C1000019,2201,1024,,280,14,1,5G,Mobile
20251114,C1000019,2201,1024,,865,16,1,4G,Mobile
20251115,C1000019,2001,1536,,182,12,1,4G,Hotspot
20251116,C1000019,2201,1024,,121,15,0,4G,Mobile
20251117,C1000019,2201,1024,,153,15,2,4G,Mobile
20251118,C1000019,2001,1536,,751,12,3,4G,Mobile
20251119,C1000019,2003,2048,236,704,11,2,4G,Mobile
20251120,C1000019,2201,1024,,179,14,0,5G,Mobile
20251121,C1000019,2002,2048,,823,9,2,4G,Mobile
20251122,C1000019,2201,1024,,433,12,2,4G,Mobile
20251123,C1000019,2003,2048,93,1025,16,1,4G,Mobile
20251124,C1000019,2002,2048,,1183,11,0,5G,Mobile
20251125,C1000019,2001,1536,,465,13,3,4G,Mobile
20251126,C1000019,2001,1536,,568,11,1,4G,Mobile
20251127,C1000019,2004,1024,138,362,16,6,4G,Mobile
20251128,C1000019,2002,2048,,650,8,0,4G,Mobile
20251129,C1000019,2002,2048,,71,14,1,4G,Hotspot
20251130,C1000019,2201,1024,,88,14,3,4G,Mobile
20251101,C1000020,2001,1536,,368,10,2,4G,Mobile
20251102,C1000020,2002,2048,,800,8,1,4G,Mobile
20251103,C1000020,2201,1024,,466,10,2,4G,Mobile
20251104,C1000020,2201,1024,,401,13,2,5G,Mobile
20251105,C1000020,2005,2560,,1876,12,1,4G,Mobile
20251106,C1000020,2002,2048,,1829,13,1,5G,Mobile
20251107,C1000020,2001,1536,,574,9,1,4G,Mobile
20251108,C1000020,2005,2560,,722,8,1,4G,Mobile
20251109,C1000020,2201,1024,,405,10,1,5G,Mobile
20251110,C1000020,2004,1024,47,63,10,2,4G,Mobile
20251111,C1000020,2002,2048,,204,19,1,5G,Mobile
20251112,C1000020,2004,1024,235,727,8,2,5G,Mobile
20251113,C1000020,2004,1024,81,527,11,2,4G,Mobile
20251114,C1000020,2201,1024,,723,14,4,4G,Mobile
20251115,C1000020,2001,1536,,1322,12,6,4G,Mobile
20251116,C1000020,2002,2048,,36,11,3,5G,Mobile
20251117,C1000020,2002,2048,,549,13,2,4G,Mobile
20251118,C1000020,2005,2560,,455,15,1,4G,Hotspot
20251119,C1000020,2201,1024,,304,10,0,5G,Hotspot
20251120,C1000020,2002,2048,,384,5,3,5G,Mobile
20251121,C1000020,2003,2048,155,876,13,2,4G,Mobile
20251122,C1000020,2003,2048,279,592,13,1,4G,Mobile
20251123,C1000020,2001,1536,,223,12,3,5G,Mobile
20251124,C1000020,2005,2560,,1072,13,3,4G,Hotspot
20251125,C1000020,2002,2048,,821,12,1,5G,Mobile
20251126,C1000020,2201,1024,,250,12,1,5G,Mobile
20251127,C1000020,2003,2048,65,63,10,0,4G,Mobile
20251128,C1000020,2201,1024,,74,7,1,4G,Hotspot
20251129,C1000020,2001,1536,,601,14,0,4G,Mobile
20251130,C1000020,2002,2048,,1397,12,4,4G,Mobile
20251101,C1000021,2002,2048,,827,9,2,4G,Mobile
20251102,C1000021,2001,1536,,1359,10,4,4G,Mobile
20251103,C1000021,2003,2048,291,1549,12,3,4G,Mobile
20251104,C1000021,2005,2560,,601,11,0,4G,Hotspot
20251105,C1000021,2003,2048,488,465,12,2,5G,Mobile
20251106,C1000021,2201,1024,,899,20,6,4G,Mobile
20251107,C1000021,2002,2048,,364,9,2,4G,Mobile
20251108,C1000021,2002,2048,,1463,16,1,4G,Mobile
20251109,C1000021,2001,1536,,444,9,6,4G,Mobile
20251110,C1000021,2005,2560,,92,11,2,4G,Mobile
20251111,C1000021,2001,1536,,656,11,1,4G,Mobile
20251112,C1000021,2001,1536,,971,18,1,4G,Mobile
20251113,C1000021,2001,1536,,537,15,1,4G,Hotspot
20251114,C1000021,2002,2048,,961,15,0,4G,Mobile
20251115,C1000021,2002,2048,,832,11,1,4G,Mobile
20251116,C1000021,2002,2048,,1097,15,2,4G,Mobile
20251117,C1000021,2005,2560,,1713,15,3,4G,Mobile
20251118,C1000021,2002,2048,,275,16,2,4G,Mobile
20251119,C1000021,2001,1536,,102,21,1,4G,Mobile
20251120,C1000021,2003,2048,242,1828,7,2,4G,Mobile
20251121,C1000021,2001,1536,,91,14,1,4G,Mobile
20251122,C1000021,2001,1536,,487,10,0,4G,Mobile
20251123,C1000021,2005,2560,,299,6,2,4G,Mobile
20251124,C1000021,2002,2048,,907,13,1,4G,Mobile
20251125,C1000021,2005,2560,,1027,9,2,4G,Mobile
20251126,C1000021,2004,1024,479,194,16,3,4G,Mobile
20251127,C1000021,2201,1024,,411,12,2,4G,Mobile
20251128,C1000021,2002,2048,,282,12,3,4G,Hotspot
20251129,C1000021,2004,1024,87,352,13,1,4G,Mobile
20251130,C1000021,2003,2048,397,468,9,2,4G,Mobile
20251101,C1000022,2103,6144,385,244,18,2,5G,Hotspot
20251102,C1000022,2101,2048,383,1196,11,2,4G,Hotspot
20251103,C1000022,2101,2048,561,699,11,2,4G,Mobile
20251104,C1000022,2101,2048,75,154,17,0,5G,Mobile
20251105,C1000022,2101,2048,578,295,10,1,4G,Mobile
20251106,C1000022,2101,2048,38,821,7,5,5G,Mobile
20251107,C1000022,2101,2048,48,62,10,1,4G,Mobile
20251108,C1000022,2101,2048,35,207,6,1,4G,Mobile
20251109,C1000022,2103,6144,472,542,20,1,4G,Mobile
20251110,C1000022,2101,2048,7,1216,13,1,4G,Mobile
20251111,C1000022,2102,3413,9,1077,13,1,4G,Mobile
20251112,C1000022,2102,3413,211,787,14,3,4G,Mobile
20251113,C1000022,2103,6144,492,771,16,2,4G,Mobile
20251114,C1000022,2102,3413,27,535,12,1,4G,Mobile
20251115,C1000022,2101,2048,473,198,10,2,4G,Mobile
20251116,C1000022,2102,3413,367,325,13,2,4G,Mobile
20251117,C1000022,2101,2048,597,931,17,1,4G,Mobile
20251118,C1000022,2102,3413,545,1761,18,2,4G,Mobile
20251119,C1000022,2101,2048,564,960,14,5,4G,Hotspot
20251120,C1000022,2101,2048,132,398,12,1,4G,Mobile
20251121,C1000022,2102,3413,172,199,12,1,5G,Mobile
20251122,C1000022,2102,3413,41,578,13,1,4G,Mobile
20251123,C1000022,2103,6144,279,2912,6,0,5G,Mobile
20251124,C1000022,2102,3413,461,556,6,1,4G,Mobile
20251125,C1000022,2103,6144,335,3750,16,1,5G,Mobile
20251126,C1000022,2102,3413,26,2249,8,0,5G,Mobile
20251127,C1000022,2102,3413,381,1492,13,2,4G,Hotspot
20251128,C1000022,2103,6144,287,1902,19,1,4G,Mobile
20251129,C1000022,2102,3413,43,1685,15,0,4G,Mobile
20251130,C1000022,2103,6144,122,2323,13,2,4G,Mobile
20251101,C1000023,2002,2048,,586,8,0,4G,Hotspot
20251102,C1000023,2004,1024,177,439,8,1,5G,Hotspot
20251103,C1000023,2002,2048,,679,12,0,4G,Mobile
20251104,C1000023,2002,2048,,206,11,0,5G,Hotspot
20251105,C1000023,2201,1024,,347,12,2,4G,Mobile
20251106,C1000023,2201,1024,,20,14,1,4G,Mobile
20251107,C1000023,2201,1024,,251,14,1,5G,Mobile
20251108,C1000023,2001,1536,,633,16,1,4G,Mobile
20251109,C1000023,2005,2560,,190,10,3,5G,Mobile
20251110,C1000023,2005,2560,,1597,11,3,4G,Mobile
20251111,C1000023,2002,2048,,730,9,2,4G,Mobile
20251112,C1000023,2002,2048,,243,14,2,5G,Mobile
20251113,C1000023,2001,1536,,469,13,1,4G,Mobile
20251114,C1000023,2201,1024,,124,8,2,5G,Mobile
20251115,C1000023,2003,2048,513,970,9,0,4G,Mobile
20251116,C1000023,2001,1536,,164,15,0,4G,Hotspot
20251117,C1000023,2002,2048,,849,12,1,4G,Mobile
20251118,C1000023,2201,1024,,626,8,1,4G,Mobile
20251119,C1000023,2003,2048,329,201,13,0,5G,Mobile
20251120,C1000023,2201,1024,,71,14,1,4G,Mobile
20251121,C1000023,2001,1536,,347,16,1,5G,Mobile
20251122,C1000023,2201,1024,,325,14,2,4G,Mobile
20251123,C1000023,2001,1536,,945,6,2,4G,Mobile
20251124,C1000023,2002,2048,,887,10,0,4G,Mobile
20251125,C1000023,2201,1024,,523,12,0,4G,Mobile
20251126,C1000023,2002,2048,,941,13,2,4G,Mobile
20251127,C1000023,2003,2048,429,281,6,2,4G,Mobile
20251128,C1000023,2002,2048,,619,12,2,4G,Mobile
20251129,C1000023,2004,1024,325,428,12,2,4G,Mobile
20251130,C1000023,2002,2048,,352,9,2,4G,Mobile
20251101,C1000024,2002,2048,,1050,9,1,4G,Mobile
20251102,C1000024,2001,1536,,89,14,3,4G,Mobile
20251103,C1000024,2201,1024,,327,17,2,4G,Mobile
20251104,C1000024,2201,1024,,85,9,2,4G,Hotspot
20251105,C1000024,2005,2560,,357,14,1,5G,Mobile
20251106,C1000024,2201,1024,,334,13,0,4G,Mobile
20251107,C1000024,2003,2048,136,1133,10,1,5G,Hotspot
20251108,C1000024,2001,1536,,817,8,3,5G,Mobile
20251109,C1000024,2001,1536,,712,16,0,5G,Mobile
20251110,C1000024,2005,2560,,576,17,2,4G,Mobile
20251111,C1000024,2003,2048,47,3,13,3,5G,Mobile
20251112,C1000024,2002,2048,,774,11,0,4G,Mobile
20251113,C1000024,2001,1536,,327,7,1,4G,Hotspot
20251114,C1000024,2201,1024,,119,14,0,4G,Mobile
20251115,C1000024,2001,1536,,501,14,2,4G,Mobile
20251116,C1000024,2002,2048,,62,10,2,4G,Mobile
20251117,C1000024,2004,1024,412,164,11,3,4G,Mobile
20251118,C1000024,2003,2048,29,957,11,2,4G,Mobile
20251119,C1000024,2001,1536,,838,10,1,4G,Hotspot
20251120,C1000024,2003,2048,97,174,22,2,4G,Hotspot
20251121,C1000024,2002,2048,,,10,3,4G,Hotspot
20251122,C1000024,2001,1536,,962,16,1,4G,Mobile
20251123,C1000024,2003,2048,463,1068,15,2,4G,Mobile
20251124,C1000024,2201,1024,,164,16,2,5G,Mobile
20251125,C1000024,2005,2560,,1033,10,1,5G,Mobile
20251126,C1000024,2001,1536,,1074,17,0,4G,Mobile
20251127,C1000024,2001,1536,,712,9,2,5G,Mobile
20251128,C1000024,2002,2048,,442,16,2,4G,Mobile
20251129,C1000024,2001,1536,,826,14,2,4G,Mobile
20251130,C1000024,2001,1536,,554,8,6,4G,Mobile
20251101,C1000025,2102,3413,251,1665,10,2,4G,Mobile
20251102,C1000025,2102,3413,213,1056,9,0,4G,Mobile
20251103,C1000025,2101,2048,529,250,15,0,5G,Mobile
20251104,C1000025,2102,3413,348,1558,9,1,4G,Mobile
20251105,C1000025,2103,6144,48,3265,13,1,4G,Mobile
20251106,C1000025,2101,2048,7,1191,15,0,4G,Mobile
20251107,C1000025,2102,3413,479,2199,13,3,4G,Mobile
20251108,C1000025,2101,2048,325,1036,19,1,4G,Mobile
20251109,C1000025,2101,2048,243,598,13,0,5G,Hotspot
20251110,C1000025,2102,3413,54,2121,14,0,4G,Mobile
20251111,C1000025,2102,3413,266,240,10,1,4G,Mobile
20251112,C1000025,2102,3413,159,254,19,2,4G,Mobile
20251113,C1000025,2101,2048,323,651,11,0,4G,Mobile
20251114,C1000025,2102,3413,49,138,11,1,4G,Mobile
20251115,C1000025,2101,2048,382,792,7,2,5G,Mobile
20251116,C1000025,2102,3413,372,408,8,0,4G,Mobile
20251117,C1000025,2102,3413,384,1312,10,2,4G,Mobile
20251118,C1000025,2102,3413,196,1997,16,1,4G,Mobile
20251119,C1000025,2103,6144,224,806,13,1,4G,Mobile
20251120,C1000025,2101,2048,166,811,19,1,4G,Hotspot
20251121,C1000025,2102,3413,529,728,13,0,5G,Mobile
20251122,C1000025,2103,6144,4,1800,12,3,4G,Mobile
20251123,C1000025,2103,6144,172,2300,13,2,5G,Mobile
20251124,C1000025,2101,2048,424,1113,4,1,4G,Mobile
20251125,C1000025,2101,2048,328,1003,12,1,4G,Mobile
20251126,C1000025,2102,3413,45,256,13,1,4G,Mobile
20251127,C1000025,2102,3413,551,1677,23,1,4G,Mobile
20251128,C1000025,2102,3413,463,1920,13,2,5G,Hotspot
20251129,C1000025,2101,2048,441,47,14,1,4G,Mobile
20251130,C1000025,2103,6144,413,1924,15,0,5G,Mobile
20251101,C1000026,2003,2048,176,1431,12,2,4G,Mobile
20251102,C1000026,2002,2048,,638,9,4,4G,Hotspot
20251103,C1000026,2201,1024,,68,9,0,4G,Mobile
20251104,C1000026,2004,1024,487,294,14,2,4G,Mobile
20251105,C1000026,2001,1536,,422,16,1,5G,Mobile
20251106,C1000026,2004,1024,54,137,10,2,4G,Mobile
20251107,C1000026,2001,1536,,105,16,0,4G,Mobile
20251108,C1000026,2002,2048,,542,14,2,5G,Mobile
20251109,C1000026,2003,2048,99,140,12,0,4G,Mobile
20251110,C1000026,2004,1024,598,678,18,3,5G,Mobile
20251111,C1000026,2201,1024,,317,11,3,4G,Mobile
20251112,C1000026,2002,2048,,399,11,1,4G,Mobile
20251113,C1000026,2004,1024,155,,7,2,4G,Mobile
20251114,C1000026,2004,1024,421,357,19,3,4G,Mobile
20251115,C1000026,2001,1536,,372,12,3,4G,Hotspot
20251116,C1000026,2004,1024,416,164,10,1,4G,Mobile
20251117,C1000026,2201,1024,,833,12,0,4G,Mobile
20251118,C1000026,2003,2048,455,117,16,2,4G,Mobile
20251119,C1000026,2002,2048,,698,9,3,4G,Mobile
20251120,C1000026,2004,1024,62,765,15,2,4G,Mobile
20251121,C1000026,2005,2560,,303,5,3,4G,Mobile
20251122,C1000026,2002,2048,,1175,18,1,4G,Mobile
20251123,C1000026,2001,1536,,726,14,1,4G,Mobile
20251124,C1000026,2004,1024,31,490,12,0,4G,Hotspot
20251125,C1000026,2001,1536,,670,11,0,4G,Mobile
20251126,C1000026,2201,1024,,311,8,0,4G,Mobile
20251127,C1000026,2002,2048,,889,11,0,4G,Mobile
20251128,C1000026,2001,1536,,86,8,3,5G,Mobile
20251129,C1000026,2005,2560,,1672,11,2,4G,Hotspot
20251130,C1000026,2002,2048,,80,14,1,4G,Mobile
20251101,C1000027,2002,2048,,1120,14,0,4G,Hotspot
20251102,C1000027,2002,2048,,401,12,0,4G,Mobile
20251103,C1000027,2201,1024,,51,12,0,4G,Mobile
20251104,C1000027,2002,2048,,415,12,0,4G,Mobile
20251105,C1000027,2003,2048,59,791,17,0,4G,Mobile
20251106,C1000027,2201,1024,,598,13,3,4G,Mobile
20251107,C1000027,2003,2048,174,1820,13,2,4G,Mobile
20251108,C1000027,2001,1536,,355,9,2,4G,Mobile
20251109,C1000027,2002,2048,,,11,0,4G,Mobile
20251110,C1000027,2003,2048,198,649,15,1,4G,Hotspot
20251111,C1000027,2002,2048,,,8,1,4G,Hotspot
20251112,C1000027,2003,2048,542,778,11,3,4G,Mobile
20251113,C1000027,2003,2048,32,568,11,0,4G,Mobile
20251114,C1000027,2004,1024,55,783,15,2,4G,Mobile
20251115,C1000027,2003,2048,428,639,14,3,4G,Mobile
20251116,C1000027,2004,1024,99,426,15,1,4G,Mobile
20251117,C1000027,2001,1536,,1015,10,1,5G,Mobile
20251118,C1000027,2002,2048,,831,14,0,4G,Mobile
20251119,C1000027,2201,1024,,574,19,1,4G,Mobile
20251120,C1000027,2005,2560,,208,23,2,4G,Mobile
20251121,C1000027,2001,1536,,509,12,2,4G,Mobile
20251122,C1000027,2001,1536,,220,6,0,4G,Mobile
20251123,C1000027,2004,1024,552,287,8,0,5G,Mobile
20251124,C1000027,2002,2048,,703,10,1,5G,Mobile
20251125,C1000027,2002,2048,,866,15,0,4G,Mobile
20251126,C1000027,2001,1536,,833,16,1,4G,Hotspot
20251127,C1000027,2002,2048,,635,17,1,5G,Mobile
20251128,C1000027,2001,1536,,913,9,2,4G,Mobile
20251129,C1000027,2001,1536,,,6,1,4G,Mobile
20251130,C1000027,2002,2048,,438,17,0,4G,Hotspot
20251101,C1000028,2201,1024,,195,12,1,5G,Mobile
20251102,C1000028,2201,1024,,181,10,1,4G,Hotspot
20251103,C1000028,2002,2048,,1631,8,1,4G,Mobile
20251104,C1000028,2002,2048,,997,14,3,5G,Mobile
20251105,C1000028,2001,1536,,476,13,1,5G,Mobile
20251106,C1000028,2201,1024,,923,9,4,4G,Mobile
20251107,C1000028,2001,1536,,199,6,0,4G,Mobile
20251108,C1000028,2201,1024,,218,14,1,4G,Mobile
20251109,C1000028,2004,1024,567,375,8,3,4G,Mobile
20251110,C1000028,2005,2560,,105,9,3,5G,Mobile
20251111,C1000028,2001,1536,,904,7,2,4G,Mobile
20251112,C1000028,2003,2048,287,843,13,1,4G,Mobile
20251113,C1000028,2001,1536,,661,10,2,5G,Mobile
20251114,C1000028,2004,1024,173,579,12,1,4G,Mobile
20251115,C1000028,2003,2048,522,1471,11,4,4G,Mobile
20251116,C1000028,2201,1024,,263,11,1,4G,Mobile
20251117,C1000028,2004,1024,98,525,13,1,4G,Mobile
20251118,C1000028,2201,1024,,506,7,2,4G,Mobile
20251119,C1000028,2003,2048,347,798,16,1,4G,Mobile
20251120,C1000028,2003,2048,172,902,18,2,4G,Mobile
20251121,C1000028,2001,1536,,762,13,1,4G,Mobile
20251122,C1000028,2001,1536,,238,13,2,4G,Mobile
20251123,C1000028,2001,1536,,1070,9,2,4G,Mobile
20251124,C1000028,2001,1536,,341,12,1,5G,Mobile
20251125,C1000028,2001,1536,,685,8,0,4G,Mobile
20251126,C1000028,2002,2048,,1593,15,1,5G,Hotspot
20251127,C1000028,2002,2048,,1195,12,2,4G,Mobile
20251128,C1000028,2004,1024,87,918,8,1,4G,Mobile
20251129,C1000028,2003,2048,262,806,22,1,5G,Mobile
20251130,C1000028,2201,1024,,498,6,2,4G,Mobile
20251101,C1000029,2002,2048,,837,16,2,5G,Mobile
20251102,C1000029,2001,1536,,528,17,2,4G,Mobile
20251103,C1000029,2201,1024,,841,16,2,4G,Mobile
20251104,C1000029,2201,1024,,79,10,3,5G,Mobile
20251105,C1000029,2002,2048,,702,14,2,4G,Mobile
20251106,C1000029,2001,1536,,687,13,2,5G,Mobile
20251107,C1000029,2201,1024,,366,15,3,4G,Mobile
20251108,C1000029,2201,1024,,303,10,1,4G,Mobile
20251109,C1000029,2201,1024,,275,4,2,5G,Mobile
20251110,C1000029,2002,2048,,1635,9,1,4G,Mobile
20251111,C1000029,2001,1536,,1116,12,4,4G,Mobile
20251112,C1000029,2002,2048,,812,9,2,4G,Mobile
20251113,C1000029,2003,2048,59,290,9,1,4G,Mobile
20251114,C1000029,2001,1536,,379,8,1,5G,Hotspot
20251115,C1000029,2002,2048,,925,7,4,5G,Mobile
20251116,C1000029,2201,1024,,109,16,0,4G,Mobile
20251117,C1000029,2001,1536,,1107,13,2,5G,Hotspot
20251118,C1000029,2001,1536,,676,10,0,4G,Mobile
20251119,C1000029,2003,2048,465,228,7,2,4G,Mobile
20251120,C1000029,2201,1024,,285,17,1,4G,Mobile
20251121,C1000029,2201,1024,,410,12,1,4G,Mobile
20251122,C1000029,2002,2048,,1043,5,2,4G,Mobile
20251123,C1000029,2003,2048,286,447,13,1,4G,Mobile
20251124,C1000029,2201,1024,,87,7,2,4G,Hotspot
20251125,C1000029,2003,2048,21,541,16,1,4G,Hotspot
